id	data_format	cases	access	file_name	submitter_id	data_category	type	file_size	created_datetime	md5sum	updated_datetime	file_id	data_type	state	experimental_strategy	version	data_release	project	analysis_id	analysis_state	analysis_submitter_id	analysis_workflow_link	analysis_workflow_type	sample_type	is_ffpe	cases.submitter_id	sample.submitter_id
9489c435-799d-4b06-8927-c3cab2217903	TXT	TCGA-E9-A2JT-01A-22R-A18L-13	open	b7a53859-d144-4242-b6d6-0e64f7c594ca.mirbase21.isoforms.quantification.txt	mirna_swap_dr11_304_MirnaExpressiond5f983bb-7881-4d31-a618-a13b2c78bb93_isoform_profiling	Transcriptome Profiling	mirna_expression	393392	2018-03-20T01:05:06.069795-05:00	964882ce5f2854853570b4f25d341c4b	2018-09-06T13:49:20.245333-05:00	9489c435-799d-4b06-8927-c3cab2217903	Isoform Expression Quantification	released	miRNA-Seq	1	12.0 - 35.0	TCGA-BRCA	7ced1c0c-6eca-4021-9d65-f12dd11ff96b	released	mirna_swap_dr11_304_MirnaExpressionWorkflow8c8a2adc-6208-4e51-95cf-4be129d13363_pipeline:mirnaseq0.0.1	https://github.com/NCI-GDC/gdc-dnaseq-cwl/blob/gdc-active-submission/workflows/mirnaseq/runner.cwl	BCGSC miRNA Profiling	Primary Tumor	NA	TCGA-E9-A2JT	TCGA-E9-A2JT-01A
084d5656-bb98-462d-abce-0addad296445	TXT	TCGA-AC-A8OQ-01A-11R-A41G-13	open	6e4449db-7663-482c-9cb0-e1b927712477.mirbase21.isoforms.quantification.txt	mirna_swap_dr11_36_MirnaExpression7c231640-0db4-46b7-aecd-811dabc1407f_isoform_profiling	Transcriptome Profiling	mirna_expression	314502	2018-03-20T00:51:33.901529-05:00	94cb02bd98d2deae253879148762652b	2018-09-06T13:49:20.245333-05:00	084d5656-bb98-462d-abce-0addad296445	Isoform Expression Quantification	released	miRNA-Seq	1	12.0 - 35.0	TCGA-BRCA	d24d06cd-9297-4b1a-987d-7b3f170c2bde	released	mirna_swap_dr11_36_MirnaExpressionWorkflowa4e5b76f-a0e4-48f3-b11d-cc340ee85b57_pipeline:mirnaseq0.0.1	https://github.com/NCI-GDC/gdc-dnaseq-cwl/blob/gdc-active-submission/workflows/mirnaseq/runner.cwl	BCGSC miRNA Profiling	Primary Tumor	NA	TCGA-AC-A8OQ	TCGA-AC-A8OQ-01A
cd1eb779-e783-47e7-8316-04598f195bbf	TXT	TCGA-D8-A1JS-01A-11R-A13P-13	open	8b3fb847-abd9-4521-834a-1198ff36c59e.mirbase21.isoforms.quantification.txt	mirna_swap_dr11_364_MirnaExpression38f3a244-0d41-4400-9488-2a512cd6edd9_isoform_profiling	Transcriptome Profiling	mirna_expression	360134	2018-03-20T01:10:03.553212-05:00	80278471722d71d855b98884e1db1782	2018-09-06T13:49:20.245333-05:00	cd1eb779-e783-47e7-8316-04598f195bbf	Isoform Expression Quantification	released	miRNA-Seq	1	12.0 - 35.0	TCGA-BRCA	7de6d1d0-d372-4192-b407-342ddd8ce31f	released	mirna_swap_dr11_364_MirnaExpressionWorkflowfaaf71f3-ac2e-4f2a-a794-c17e450d16d9_pipeline:mirnaseq0.0.1	https://github.com/NCI-GDC/gdc-dnaseq-cwl/blob/gdc-active-submission/workflows/mirnaseq/runner.cwl	BCGSC miRNA Profiling	Primary Tumor	NA	TCGA-D8-A1JS	TCGA-D8-A1JS-01A
d09cf77e-3e59-4745-8498-09f250ac6781	TXT	TCGA-E9-A3Q9-01A-11R-A21U-13	open	95ecc934-1e07-4ab9-b1a7-fe306f707ccf.mirbase21.isoforms.quantification.txt	mirna_swap_dr11_378_MirnaExpression0f9707f1-245c-424d-a1b6-160fa77f7bb3_isoform_profiling	Transcriptome Profiling	mirna_expression	369944	2018-03-20T01:10:03.553212-05:00	113818c68a3081ffe2ea6894204aceb0	2018-09-06T13:49:20.245333-05:00	d09cf77e-3e59-4745-8498-09f250ac6781	Isoform Expression Quantification	released	miRNA-Seq	1	12.0 - 35.0	TCGA-BRCA	92ce1e09-4ef6-4a4f-8ccb-da1ee861e3da	released	mirna_swap_dr11_378_MirnaExpressionWorkflow1a27f2c7-7b70-40cb-8712-e0dd87c351cc_pipeline:mirnaseq0.0.1	https://github.com/NCI-GDC/gdc-dnaseq-cwl/blob/gdc-active-submission/workflows/mirnaseq/runner.cwl	BCGSC miRNA Profiling	Primary Tumor	NA	TCGA-E9-A3Q9	TCGA-E9-A3Q9-01A
5e01bf11-33c4-4d86-a97e-54ef83a86a04	TXT	TCGA-BH-A0C3-11A-23R-A12O-13	open	de5d906c-54e7-4822-988e-4820bca02d2b.mirbase21.isoforms.quantification.txt	mirna_swap_dr11_1201_MirnaExpressionaf68db4b-6b1e-45eb-b5d7-8f1d9ca22b4c_isoform_profiling	Transcriptome Profiling	mirna_expression	350285	2018-03-20T05:18:55.363907-05:00	903e08c088db3b186236c605d213c286	2018-09-06T13:49:20.245333-05:00	5e01bf11-33c4-4d86-a97e-54ef83a86a04	Isoform Expression Quantification	released	miRNA-Seq	1	12.0 - 35.0	TCGA-BRCA	e37c866c-7621-4400-9c08-1acfb8da9b5f	released	mirna_swap_dr11_1201_MirnaExpressionWorkflowdc5d1c51-ddbe-4399-b6df-687e1bb3655d_pipeline:mirnaseq0.0.1	https://github.com/NCI-GDC/gdc-dnaseq-cwl/blob/gdc-active-submission/workflows/mirnaseq/runner.cwl	BCGSC miRNA Profiling	Solid Tissue Normal	NA	TCGA-BH-A0C3	TCGA-BH-A0C3-11A
f9508722-ccbb-4efa-bf17-208583948ff5	TXT	TCGA-LL-A441-01A-11R-A24J-13	open	b83c2ddb-eeea-4c3e-8ed4-75bd4ea4bc7b.mirbase21.isoforms.quantification.txt	mirna_swap_dr11_193_MirnaExpression1a1d0e6f-ed78-4b22-a29d-da13026908b8_isoform_profiling	Transcriptome Profiling	mirna_expression	415610	2018-03-20T00:55:19.269833-05:00	5685fecff916f907f4a2d250843de72e	2018-09-06T13:49:20.245333-05:00	f9508722-ccbb-4efa-bf17-208583948ff5	Isoform Expression Quantification	released	miRNA-Seq	1	12.0 - 35.0	TCGA-BRCA	498f85a8-f2d9-47d7-bb3e-2f7dd08b0359	released	mirna_swap_dr11_193_MirnaExpressionWorkflow86fab34d-36cc-4c64-9f33-bb093433f91f_pipeline:mirnaseq0.0.1	https://github.com/NCI-GDC/gdc-dnaseq-cwl/blob/gdc-active-submission/workflows/mirnaseq/runner.cwl	BCGSC miRNA Profiling	Primary Tumor	NA	TCGA-LL-A441	TCGA-LL-A441-01A
8da90f98-bb13-44b5-99ae-4d8933170cb2	TXT	TCGA-GM-A2DH-01A-11R-A17X-13	open	11bde15e-dd46-4f42-951b-f27e84cafb88.mirbase21.isoforms.quantification.txt	mirna_swap_dr11_210_MirnaExpression9619603b-0624-4858-a3fe-66fd309dbc60_isoform_profiling	Transcriptome Profiling	mirna_expression	516347	2018-03-20T00:57:46.797723-05:00	18590046e77a5ad76b4991f9235a99e3	2018-09-06T13:49:20.245333-05:00	8da90f98-bb13-44b5-99ae-4d8933170cb2	Isoform Expression Quantification	released	miRNA-Seq	1	12.0 - 35.0	TCGA-BRCA	c3570270-e160-44e6-adfb-bb811caaae46	released	mirna_swap_dr11_210_MirnaExpressionWorkflow9ff5bb0e-ceea-4b9c-879f-06eeba74c602_pipeline:mirnaseq0.0.1	https://github.com/NCI-GDC/gdc-dnaseq-cwl/blob/gdc-active-submission/workflows/mirnaseq/runner.cwl	BCGSC miRNA Profiling	Primary Tumor	NA	TCGA-GM-A2DH	TCGA-GM-A2DH-01A
09299854-fa75-411f-8169-e13b618bbd7c	TXT	TCGA-D8-A1X8-01A-11R-A14L-13	open	e6ab0205-78c3-48fd-80f8-901d8c6f55b5.mirbase21.isoforms.quantification.txt	mirna_swap_dr11_525_MirnaExpression94e5b472-eecb-4fab-8f13-1016af8e550a_isoform_profiling	Transcriptome Profiling	mirna_expression	250377	2018-03-20T01:30:33.799959-05:00	c6e2e1dd5c7289a25f813872a6c9c337	2018-09-06T13:49:20.245333-05:00	09299854-fa75-411f-8169-e13b618bbd7c	Isoform Expression Quantification	released	miRNA-Seq	1	12.0 - 35.0	TCGA-BRCA	49e417a9-c51e-4da4-b848-206eea258cf0	released	mirna_swap_dr11_525_MirnaExpressionWorkflowe4e31463-a0fa-4fe5-9bec-7962a6c316bb_pipeline:mirnaseq0.0.1	https://github.com/NCI-GDC/gdc-dnaseq-cwl/blob/gdc-active-submission/workflows/mirnaseq/runner.cwl	BCGSC miRNA Profiling	Primary Tumor	NA	TCGA-D8-A1X8	TCGA-D8-A1X8-01A
3b3c7da3-04c1-4af8-9717-293716618790	TXT	TCGA-D8-A1XV-01A-11R-A14L-13	open	3074c972-81b2-44b6-8684-fb421c304389.mirbase21.isoforms.quantification.txt	mirna_swap_dr11_352_MirnaExpression22807a58-890b-420b-bfaa-f78edd94be37_isoform_profiling	Transcriptome Profiling	mirna_expression	364292	2018-03-20T01:10:03.553212-05:00	2270127be4e6dcb068ec863084169fc8	2018-09-06T13:49:20.245333-05:00	3b3c7da3-04c1-4af8-9717-293716618790	Isoform Expression Quantification	released	miRNA-Seq	1	12.0 - 35.0	TCGA-BRCA	f448b6f5-8b28-4c17-98ed-aa10dcaa229c	released	mirna_swap_dr11_352_MirnaExpressionWorkflowe09dac42-643f-490d-96cd-81e1f36a4f60_pipeline:mirnaseq0.0.1	https://github.com/NCI-GDC/gdc-dnaseq-cwl/blob/gdc-active-submission/workflows/mirnaseq/runner.cwl	BCGSC miRNA Profiling	Primary Tumor	NA	TCGA-D8-A1XV	TCGA-D8-A1XV-01A
3cfb9380-c838-4801-a317-aa4061d753f9	TXT	TCGA-D8-A27W-01A-11R-A16E-13	open	f19898dc-e87a-4cf0-9a2d-683008ae54d2.mirbase21.isoforms.quantification.txt	mirna_swap_dr11_396_MirnaExpressiond02b5048-605b-454c-9dd6-85d4c104d87d_isoform_profiling	Transcriptome Profiling	mirna_expression	352732	2018-03-20T01:10:03.553212-05:00	0f18448a59fde37dec989e4bbf0369f5	2018-09-06T13:49:20.245333-05:00	3cfb9380-c838-4801-a317-aa4061d753f9	Isoform Expression Quantification	released	miRNA-Seq	1	12.0 - 35.0	TCGA-BRCA	053b925c-339b-403f-9b0f-ea4883d76b49	released	mirna_swap_dr11_396_MirnaExpressionWorkflow6ad216aa-5fa7-4dce-8c95-1ddae93f693b_pipeline:mirnaseq0.0.1	https://github.com/NCI-GDC/gdc-dnaseq-cwl/blob/gdc-active-submission/workflows/mirnaseq/runner.cwl	BCGSC miRNA Profiling	Primary Tumor	NA	TCGA-D8-A27W	TCGA-D8-A27W-01A
23a27c09-3d5f-416d-9b0f-63878cd07dcc	TXT	TCGA-E2-A574-01A-11R-A29V-13	open	fcf1f8b5-c70d-4bbc-8045-5e5826fa90b7.mirbase21.isoforms.quantification.txt	mirna_swap_dr11_103_MirnaExpressioncf083488-8c12-4bfd-a877-913a1b7e5402_isoform_profiling	Transcriptome Profiling	mirna_expression	261441	2018-03-20T00:53:29.024823-05:00	ad711f5a381cedcb288c024f69d9789f	2018-09-06T13:49:20.245333-05:00	23a27c09-3d5f-416d-9b0f-63878cd07dcc	Isoform Expression Quantification	released	miRNA-Seq	1	12.0 - 35.0	TCGA-BRCA	5ac9c015-db72-465a-ad76-57b0171222d3	released	mirna_swap_dr11_103_MirnaExpressionWorkflowfccc3bf4-243a-4e07-bd73-a2a82ff906d6_pipeline:mirnaseq0.0.1	https://github.com/NCI-GDC/gdc-dnaseq-cwl/blob/gdc-active-submission/workflows/mirnaseq/runner.cwl	BCGSC miRNA Profiling	Primary Tumor	NA	TCGA-E2-A574	TCGA-E2-A574-01A
871b733f-966f-4c2f-aeff-1fa373fdba3b	TXT	TCGA-E2-A15K-01A-11R-A12O-13	open	0b9ec0ab-16db-4d45-bb15-0e37f6b666a1.mirbase21.isoforms.quantification.txt	mirna_swap_dr11_924_MirnaExpression2eac963e-2fc1-4d55-b385-6ac51bf6df0a_isoform_profiling	Transcriptome Profiling	mirna_expression	337977	2018-03-20T03:09:19.922380-05:00	c1cb0f3ec6e669ae6112e71dec9a88f5	2018-09-06T13:49:20.245333-05:00	871b733f-966f-4c2f-aeff-1fa373fdba3b	Isoform Expression Quantification	released	miRNA-Seq	1	12.0 - 35.0	TCGA-BRCA	0f02092a-add2-4028-92ef-589bef7ccd60	released	mirna_swap_dr11_924_MirnaExpressionWorkflowedfe6130-7928-4f86-a31e-5823059845ab_pipeline:mirnaseq0.0.1	https://github.com/NCI-GDC/gdc-dnaseq-cwl/blob/gdc-active-submission/workflows/mirnaseq/runner.cwl	BCGSC miRNA Profiling	Primary Tumor	NA	TCGA-E2-A15K	TCGA-E2-A15K-01A
c6a7ec72-9e58-494c-a9d2-1588fafcb5dc	TXT	TCGA-AC-A6IV-01A-12R-A33A-13	open	1d55d974-524f-4045-83ea-ffb073a57bdf.mirbase21.isoforms.quantification.txt	mirna_swap_dr11_88_MirnaExpressioncb2223f7-84e1-4d4d-bac4-ea02a2c7e4c0_isoform_profiling	Transcriptome Profiling	mirna_expression	338458	2018-03-20T00:52:15.997385-05:00	b8cdd2947f253872944d52eba1ac2c84	2018-09-06T13:49:20.245333-05:00	c6a7ec72-9e58-494c-a9d2-1588fafcb5dc	Isoform Expression Quantification	released	miRNA-Seq	1	12.0 - 35.0	TCGA-BRCA	c0cecda5-e7f0-4d54-9d71-dec8f1b7cc05	released	mirna_swap_dr11_88_MirnaExpressionWorkflowef67aa38-7043-48c7-89ac-c56c493bcc8a_pipeline:mirnaseq0.0.1	https://github.com/NCI-GDC/gdc-dnaseq-cwl/blob/gdc-active-submission/workflows/mirnaseq/runner.cwl	BCGSC miRNA Profiling	Primary Tumor	NA	TCGA-AC-A6IV	TCGA-AC-A6IV-01A
290faebe-cc95-4b04-9b3c-9daef1740c4d	TXT	TCGA-C8-A1HL-01A-11R-A136-13	open	453a933e-8b94-4eee-ad59-74975e45f6dd.mirbase21.isoforms.quantification.txt	mirna_swap_dr11_1159_MirnaExpression05f77846-7ef0-430b-a6a6-9bceb4c61595_isoform_profiling	Transcriptome Profiling	mirna_expression	337370	2018-03-20T04:53:45.847187-05:00	cc5cfa645c5f54df00f204f06dcd1f48	2018-09-06T13:49:20.245333-05:00	290faebe-cc95-4b04-9b3c-9daef1740c4d	Isoform Expression Quantification	released	miRNA-Seq	1	12.0 - 35.0	TCGA-BRCA	8b862dce-5ee6-4608-aea7-e50b041af190	released	mirna_swap_dr11_1159_MirnaExpressionWorkflowd4039d75-98ba-4793-8848-fb0a0ab1aef8_pipeline:mirnaseq0.0.1	https://github.com/NCI-GDC/gdc-dnaseq-cwl/blob/gdc-active-submission/workflows/mirnaseq/runner.cwl	BCGSC miRNA Profiling	Primary Tumor	NA	TCGA-C8-A1HL	TCGA-C8-A1HL-01A
027c27c5-bf83-4edc-abc5-f65ac8b15f3c	TXT	TCGA-BH-A1F8-01A-11R-A13P-13	open	5cdb39e1-1c39-45d4-ae2f-17d4e5ae0b07.mirbase21.isoforms.quantification.txt	mirna_swap_dr11_200_MirnaExpressiond79cbbbc-4f83-44a9-9e13-68f25d12153f_isoform_profiling	Transcriptome Profiling	mirna_expression	342394	2018-03-20T00:57:46.797723-05:00	6c361f34673975de76d2bcb61aa7fd51	2018-09-06T13:49:20.245333-05:00	027c27c5-bf83-4edc-abc5-f65ac8b15f3c	Isoform Expression Quantification	released	miRNA-Seq	1	12.0 - 35.0	TCGA-BRCA	d7153839-96b2-475d-87fc-47b9da3888e3	released	mirna_swap_dr11_200_MirnaExpressionWorkflowd6a099c0-0b9c-4c15-8fcf-50ecf0bd8416_pipeline:mirnaseq0.0.1	https://github.com/NCI-GDC/gdc-dnaseq-cwl/blob/gdc-active-submission/workflows/mirnaseq/runner.cwl	BCGSC miRNA Profiling	Primary Tumor	NA	TCGA-BH-A1F8	TCGA-BH-A1F8-01A
5b81f3df-6dbc-4c0e-8a7b-98b793384dc4	TXT	TCGA-B6-A0RI-01A-11R-A057-13	open	3ee13f70-4393-4291-9562-b5b8a7aca80b.mirbase21.isoforms.quantification.txt	mirna_swap_dr11_896_MirnaExpression4220965d-ed10-45a2-8672-1352e4a3eb60_isoform_profiling	Transcriptome Profiling	mirna_expression	294152	2018-03-20T02:52:59.570021-05:00	18f23890a0acb99b18322b04bc341e01	2018-09-06T13:49:20.245333-05:00	5b81f3df-6dbc-4c0e-8a7b-98b793384dc4	Isoform Expression Quantification	released	miRNA-Seq	1	12.0 - 35.0	TCGA-BRCA	6d4d85b7-6a9c-4c05-92dc-4c1c8808ca19	released	mirna_swap_dr11_896_MirnaExpressionWorkflowe852437f-31a4-4e34-9d7b-b21a90e434f3_pipeline:mirnaseq0.0.1	https://github.com/NCI-GDC/gdc-dnaseq-cwl/blob/gdc-active-submission/workflows/mirnaseq/runner.cwl	BCGSC miRNA Profiling	Primary Tumor	NA	TCGA-B6-A0RI	TCGA-B6-A0RI-01A
